,1a. open (GBP),1b. open (USD),2a. high (GBP),2b. high (USD),3a. low (GBP),3b. low (USD),4a. close (GBP),4b. close (USD),5. volume,6. market cap (USD)
02/12/2022,13390.5486,16978,13491.28925,17105.73,13240.5773,16787.85,13481.04404,17092.74,202372.2062,202372.2062
01/12/2022,13538.45351,17165.53,13663.4388,17324,13293.54639,16855.01,13390.05172,16977.37,232818.1822,232818.1822
30/11/2022,12968.52312,16442.91,13604.2863,17249,12957.00021,16428.3,13536.96287,17163.64,303019.8072,303019.8072
29/11/2022,12786.54637,16212.18,13051.96758,16548.71,12698.07,16100,12968.22341,16442.53,248106.2501,248106.2501
28/11/2022,12957.3709,16428.77,13003.32845,16487.04,12615.46945,15995.27,12787.12212,16212.91,252695.4037,252695.4037
27/11/2022,12980.11701,16457.61,13092.42,16600,12935.4687,16401,12957.37879,16428.78,162025.4761,162025.4761
26/11/2022,13030.38875,16521.35,13172.85951,16701.99,12922.8495,16385,12980.87416,16458.57,181804.8167,181804.8167
25/11/2022,13092.06509,16599.55,13144.4742,16666,12889.57425,16342.81,13031.01182,16522.14,182089.4953,182089.4953
24/11/2022,13094.87286,16603.11,13260.12128,16812.63,12980.46404,16458.05,13091.59187,16598.95,206565.9235,206565.9235
23/11/2022,12798.99205,16227.96,13176.0222,16706,12745.54974,16160.2,13094.87286,16603.11,264927.7041,264927.7041
22/11/2022,12446.70342,15781.29,12867.6405,16315,12316.83608,15616.63,12798.18758,16226.94,239548.0662,239548.0662
21/11/2022,12839.64165,16279.5,12870.7953,16319,12205.9212,15476,12446.70342,15781.29,324096.9978,324096.9978
20/11/2022,13171.82632,16700.68,13213.35137,16753.33,12761.166,16180,12840.2174,16280.23,154842.1348,154842.1348
19/11/2022,13170.84044,16699.43,13267.83477,16822.41,13055.76911,16553.53,13171.82632,16700.68,104963.1556,104963.1556
18/11/2022,13165.42207,16692.56,13416.5757,17011,13049.86175,16546.04,13171.64492,16700.45,214224.1818,214224.1818
17/11/2022,13141.01181,16661.61,13211.5137,16751,12943.15064,16410.74,13165.42207,16692.56,228038.9787,228038.9787
16/11/2022,13329.47956,16900.57,13420.4561,17015.92,12917.80971,16378.61,13141.91881,16662.76,261493.4081,261493.4081
15/11/2022,13106.39576,16617.72,13514.13,17134.69,13035.41276,16527.72,13329.47956,16900.57,282461.8439,282461.8439
14/11/2022,12880.87489,16331.78,13557.753,17190,12473.45613,15815.21,13107.7681,16619.46,380210.7775,380210.7775
13/11/2022,13260.53929,16813.16,13371.84064,16954.28,12799.8123,16229,12879.3527,16329.85,184960.7885,184960.7885
12/11/2022,13463.09323,17069.98,13501.83417,17119.1,13117.17729,16631.39,13259.6875,16812.08,167819.9604,167819.9604
11/11/2022,13883.05232,17602.45,13956.0465,17695,12904.39392,16361.6,13463.3535,17070.31,393552.8649,393552.8649
10/11/2022,12558.21772,15922.68,14353.5513,18199,12425.38486,15754.26,13882.02701,17601.15,608448.3643,608448.3643
09/11/2022,14626.74121,18545.38,14660.16631,18587.76,12294.2556,15588,12558.32025,15922.81,731926.9297,731926.9297
08/11/2022,16239.86143,20590.67,16326.78406,20700.88,13539.47882,17166.83,14628.2003,18547.23,760705.3628,760705.3628
07/11/2022,16488.23095,20905.58,16617.7276,21069.77,16077.56274,20384.89,16240.22423,20591.13,386977.6034,386977.6034
06/11/2022,16798.81312,21299.37,16850.78845,21365.27,16472.89073,20886.13,16488.23095,20905.58,230036.9722,230036.9722
05/11/2022,16679.83772,21148.52,16941.78866,21480.65,16626.30866,21080.65,16798.81312,21299.37,245621.9853,245621.9853
04/11/2022,15937.35554,20207.12,16800.92684,21302.05,15916.72315,20180.96,16679.83772,21148.52,453694.3917,453694.3917
03/11/2022,15893.75621,20151.84,16084.21148,20393.32,15798.63899,20031.24,15937.90763,20207.82,319185.1544,319185.1544
02/11/2022,16154.79225,20482.81,16404.96,20800,15811.88915,20048.04,15893.75621,20151.84,373716.273,373716.273
01/11/2022,16161.04664,20490.74,16326.09,20700,16034.85464,20330.74,16155.43109,20483.62,279932.4377,279932.4377
31/10/2022,16268.89348,20627.48,16441.1771,20845.92,15961.67117,20237.95,16161.04664,20490.74,303567.6163,303567.6163
30/10/2022,16412.59462,20809.68,16508.44533,20931.21,16180.1805,20515,16268.89348,20627.48,192795.6089,192795.6089
29/10/2022,16240.78421,20591.84,16629.7395,21085,16210.94769,20554.01,16412.58673,20809.67,254881.7776,254881.7776
28/10/2022,16006.75326,20295.11,16365.525,20750,15774.07098,20000.09,16240.78421,20591.84,287039.9457,287039.9457
27/10/2022,16382.56881,20771.61,16461.91203,20872.21,15931.74,20200,16006.75326,20295.11,328643.5779,328643.5779
26/10/2022,15836.32307,20079.02,16578.474,21020,15813.75837,20050.41,16382.55303,20771.59,380492.6958,380492.6958
25/10/2022,15246.04422,19330.6,16101.99667,20415.87,15172.2219,19237,15837.15121,20080.07,326370.6706,326370.6706
24/10/2022,15435.17448,19570.4,15459.42701,19601.15,15109.1259,19157,15245.35016,19329.72,256168.1447,256168.1447
23/10/2022,15146.42352,19204.29,15533.4465,19695,15040.59576,19070.11,15435.17448,19570.4,167057.2018,167057.2018
22/10/2022,15114.93862,19164.37,15187.9959,19257,15074.20226,19112.72,15146.47085,19204.35,110403.9084,110403.9084
21/10/2022,15018.3623,19041.92,15182.475,19250,14709.255,18650,15114.93862,19164.37,269310.7577,269310.7577
20/10/2022,15082.58615,19123.35,15259.62563,19347.82,14906.43,18900,15018.3623,19041.92,223530.1307,223530.1307
19/10/2022,15243.55193,19327.44,15269.35819,19360.16,15037.33054,19065.97,15083.07514,19123.97,186137.2954,186137.2954
18/10/2022,15417.88618,19548.48,15542.64274,19706.66,15057.0717,19091,15243.55193,19327.44,260313.0785,260313.0785
17/10/2022,15192.71233,19262.98,15519.21835,19676.96,15105.20606,19152.03,15418.97458,19549.86,222813.8763,222813.8763
16/10/2022,15039.24708,19068.4,15321.16001,19425.84,15035.57174,19063.74,15192.71233,19262.98,131894.6189,131894.6189
15/10/2022,15124.84469,19176.93,15164.87122,19227.68,14965.72447,18975.18,15040.02789,19069.39,113847.6423,113847.6423
14/10/2022,15281.51995,19375.58,15736.03987,19951.87,15040.80082,19070.37,15124.84469,19176.93,351634.326,351634.326
13/10/2022,15107.62737,19155.1,15390.52617,19513.79,14346.453,18190,15281.16503,19375.13,399756.6834,399756.6834
12/10/2022,15032.622,19060,15173.2551,19238.31,14958.38956,18965.88,15107.96651,19155.53,213826.2673,213826.2673
11/10/2022,15089.30587,19131.87,15196.74258,19268.09,14874.882,18860,15032.622,19060,243473.8429,243473.8429
10/10/2022,15332.29645,19439.96,15399.3675,19525,15001.27118,19020.25,15089.30587,19131.87,212509.0985,212509.0985
09/10/2022,15313.80932,19416.52,15425.3946,19558,15234.56075,19316.04,15331.55507,19439.02,113900.8268,113900.8268
08/10/2022,15403.38198,19530.09,15480.11461,19627.38,15172.33232,19237.14,15314.94505,19417.96,102480.0984,102480.0984
07/10/2022,15742.98043,19960.67,15828.27833,20068.82,15237.684,19320,15403.38198,19530.09,220874.8391,220874.8391
06/10/2022,15898.81966,20158.26,16134.12042,20456.6,15658.0611,19853,15742.98043,19960.67,320122.1702,320122.1702
05/10/2022,16040.43863,20337.82,16062.34872,20365.6,15561.051,19730,15898.81966,20158.26,312239.7522,312239.7522
04/10/2022,15481.4554,19629.08,16148.6325,20475,15372.23622,19490.6,16040.43863,20337.82,327012.0013,327012.0013
03/10/2022,15030.83954,19057.74,15552.45417,19719.1,14953.49962,18959.68,15481.4554,19629.08,293585.7521,293585.7521
02/10/2022,15231.56369,19312.24,15297.55422,19395.91,14922.48005,18920.35,15030.09816,19056.8,206812.4703,206812.4703
01/10/2022,15318.61251,19422.61,15367.0308,19484,15111.03455,19159.42,15230.54627,19310.95,165625.1396,165625.1396
30/09/2022,15451.0589,19590.54,15919.9095,20185,15107.83243,19155.36,15318.61251,19422.61,444322.9534,444322.9534
29/09/2022,15310.89113,19412.82,15494.42162,19645.52,14861.48199,18843.01,15451.82394,19591.51,406424.9326,406424.9326
28/09/2022,15046.89747,19078.1,15608.373,19790,14568.29854,18471.28,15310.89113,19412.82,521385.4555,521385.4555
27/09/2022,15164.08252,19226.68,16078.32778,20385.86,14840.43158,18816.32,15047.70983,19079.13,593260.7416,593260.7416
26/09/2022,14834.76083,18809.13,15236.86375,19318.96,14733.48386,18680.72,15164.98163,19227.82,439239.2194,439239.2194
25/09/2022,14923.77351,18921.99,15127.43163,19180.21,14692.85004,18629.2,14833.38061,18807.38,191191.4492,191191.4492
24/09/2022,15212.89516,19288.57,15234.63962,19316.14,14831.77166,18805.34,14922.59835,18920.5,239496.5675,239496.5675
23/09/2022,15302.06558,19401.63,15379.65,19500,14615.73095,18531.42,15213.95202,19289.91,385886.9183,385886.9183
22/09/2022,14560.47463,18461.36,15419.21908,19550.17,14477.68479,18356.39,15302.06558,19401.63,379321.7211,379321.7211
21/09/2022,14886.1683,18874.31,15739.2972,19956,14295.96043,18125.98,14560.47463,18461.36,385034.1002,385034.1002
20/09/2022,15408.84767,19537.02,15485.82479,19634.62,14758.05187,18711.87,14886.7125,18875,324098.3286,324098.3286
19/09/2022,15314.54282,19417.45,15526.50594,19686.2,14380.02007,18232.56,15408.84767,19537.02,380512.4031,380512.4031
18/09/2022,15862.81551,20112.61,15866.48296,20117.26,15250.00349,19335.62,15313.54117,19416.18,254217.469,254217.469
17/09/2022,15618.86271,19803.3,15923.0643,20189,15575.3107,19748.08,15863.61209,20113.62,179350.2434,179350.2434
16/09/2022,15538.87276,19701.88,15687.243,19890,15237.69189,19320.01,15618.86271,19803.3,283791.0706,283791.0706
15/09/2022,15953.16898,20227.17,16034.46029,20330.24,15377.2839,19497,15538.87276,19701.88,333069.7608,333069.7608
14/09/2022,15910.93409,20173.62,16201.06528,20541.48,15472.41689,19617.62,15952.80618,20226.71,340826.4015,340826.4015
13/09/2022,17663.28353,22395.44,17981.5713,22799,15663.582,19860,15910.89466,20173.57,431915.0333,431915.0333
12/09/2022,17214.85237,21826.87,17736.2856,22488,16987.42284,21538.51,17663.52014,22395.74,395395.6183,395395.6183
11/09/2022,17073.15453,21647.21,17240.982,21860,16838.745,21350,17214.85237,21826.87,280702.5515,280702.5515
10/09/2022,16847.90969,21361.62,17202.17796,21810.8,16650.34823,21111.13,17074.04576,21648.34,307997.335,307997.335
09/09/2022,15238.1099,19320.54,17033.72741,21597.22,15215.40323,19291.75,16846.71876,21360.11,428919.7465,428919.7465
08/09/2022,15216.2708,19292.85,15346.72178,19458.25,14994.7644,19012,15237.5026,19319.77,262813.2827,262813.2827
07/09/2022,14820.15411,18790.61,15351.30412,19464.06,14599.4443,18510.77,15216.26291,19292.84,287394.7788,287394.7788
06/09/2022,15612.58466,19795.34,15915.966,20180,14708.86854,18649.51,14820.15411,18790.61,356315.0572,356315.0572
05/09/2022,15774.23661,20000.3,15819.16885,20057.27,15485.20172,19633.83,15613.76771,19796.84,222543.0106,222543.0106
04/09/2022,15641.85332,19832.45,15797.0537,20029.23,15445.19097,19583.1,15774.23661,20000.3,145588.7789,145588.7789
03/09/2022,15735.33793,19950.98,15818.11199,20055.93,15500.10026,19652.72,15641.41953,19831.9,146639.032,146639.032
02/09/2022,15878.61317,20132.64,16122.02176,20441.26,15580.99722,19755.29,15736.03198,19951.86,245986.6033,245986.6033
01/09/2022,15812.20463,20048.44,15938.34142,20208.37,15431.43604,19565.66,15877.6825,20131.46,245289.9726,245289.9726
31/08/2022,15626.53676,19813.03,16160.463,20490,15614.63528,19797.94,15813.45077,20050.02,276946.6077,276946.6077
30/08/2022,16000.51464,20287.2,16228.48838,20576.25,15411.198,19540,15625.45624,19811.66,256634.3553,256634.3553
29/08/2022,15423.50961,19555.61,16115.99609,20433.62,15419.70807,19550.79,15999.35525,20285.73,210509.4955,210509.4955
28/08/2022,15803.65512,20037.6,15909.00967,20171.18,15395.424,19520,15423.50961,19555.61,139307.9598,139307.9598
27/08/2022,15962.60972,20239.14,16091.79089,20402.93,15616.26,19800,15803.65512,20037.6,162582.4603,162582.4603
26/08/2022,17003.61485,21559.04,17262.0955,21886.77,15859.10073,20107.9,15964.11614,20241.05,273811.6196,273811.6196
25/08/2022,16852.98104,21368.05,17209.33936,21819.88,16807.31531,21310.15,17003.61485,21559.04,169915.783,169915.783
24/08/2022,16980.00906,21529.11,17272.53,21900,16677.0615,21145,16853.0047,21368.08,174383.2205,174383.2205
23/08/2022,16878.77153,21400.75,17102.85697,21684.87,16476.05342,20890.14,16980.01694,21529.12,200967.7716,200967.7716
22/08/2022,16970.22129,21516.7,16995.46758,21548.71,16476.08497,20890.18,16878.04592,21399.83,222222.0453,222222.0453
21/08/2022,16673.17321,21140.07,17193.66,21800,16617.20706,21069.11,16969.36161,21515.61,159200.6841,159200.6841
20/08/2022,16432.08339,20834.39,16864.6538,21382.85,16374.91053,20761.9,16673.17321,21140.07,183041.6836,183041.6836
19/08/2022,18291.09662,23191.45,18304.67803,23208.67,16392.00166,20783.57,16432.08339,20834.39,283995.8775,283995.8775
18/08/2022,18410.35594,23342.66,18613.32,23600,18227.67725,23111.04,18290.89944,23191.2,144185.9701,144185.9701
17/08/2022,18815.34551,23856.15,19281.12018,24446.71,18282.38148,23180.4,18410.35594,23342.66,210668.6877,210668.6877
16/08/2022,19002.18065,24093.04,19123.99536,24247.49,18669.49121,23671.22,18814.23344,23854.74,179324.9482,179324.9482
15/08/2022,19169.55068,24305.25,19884.16808,25211.32,18749.93861,23773.22,19003.58453,24094.82,242539.5476,242539.5476
14/08/2022,19278.24142,24443.06,19755.01057,25047.56,19042.3728,24144,19169.54279,24305.24,151206.1447,151206.1447
13/08/2022,19245.62079,24401.7,19629.1656,24888,19158.48521,24291.22,19276.91641,24441.38,152852.2544,152852.2544
12/08/2022,18876.02808,23933.09,19288.84155,24456.5,18599.9121,23583,19247.18242,24403.68,174207.5704,174207.5704
11/08/2022,18892.55924,23954.05,19653.2525,24918.54,18812.17493,23852.13,18877.05339,23934.39,249759.7956,249759.7956
10/08/2022,18259.44608,23151.32,19107.0462,24226,17875.641,22664.69,18892.55924,23954.05,208916.5495,208916.5495
09/08/2022,18779.71993,23810.98,18876.15428,23933.25,18033.6255,22865,18258.36557,23149.95,143182.5086,143182.5086
08/08/2022,18277.64139,23174.39,19122.0315,24245,18261.75698,23154.25,18778.947,23810,170958.4415,170958.4415
07/08/2022,18103.98543,22954.21,18457.1574,23402,18017.55179,22844.62,18277.64139,23174.39,88890.00877,88890.00877
06/08/2022,18387.40477,23313.56,18419.58373,23354.36,18068.73842,22909.52,18103.98543,22954.21,83911.80307,83911.80307
05/08/2022,17842.29477,22622.41,18513.04468,23472.86,17814.32747,22586.95,18386.50565,23312.42,175251.6975,175251.6975
04/08/2022,17995.69692,22816.91,18316.23248,23223.32,17666.88,22400,17842.74433,22622.98,154854.6702,154854.6702
03/08/2022,18129.00299,22985.93,18650.92522,23647.68,17888.67821,22681.22,17996.84842,22818.37,145948.81,145948.81
02/08/2022,18350.60403,23266.9,18502.81524,23459.89,17867.50162,22654.37,18130.46997,22987.79,158073.2823,158073.2823
01/08/2022,18373.83913,23296.36,18542.08462,23509.68,18021.795,22850,18351.47949,23268.01,144210.1622,144210.1622
31/07/2022,18648.52757,23644.64,19082.45453,24194.82,18319.3794,23227.31,18371.44148,23293.32,127743.3248,127743.3248
30/07/2022,18753.14074,23777.28,19455.6516,24668,18536.22458,23502.25,18647.63634,23643.51,151060.1321,151060.1321
29/07/2022,18806.74868,23845.25,19277.92594,24442.66,18466.64546,23414.03,18750.35663,23773.75,198298.5062,198298.5062
28/07/2022,18104.0643,22954.31,19086.31916,24199.72,17810.52593,22582.13,18804.91889,23842.93,236029.0741,236029.0741
27/07/2022,16763.55823,21254.67,18228.93128,23112.63,16596.24341,21042.53,18102.59732,22952.45,210971.198,210971.198
26/07/2022,16807.90683,21310.9,16837.02563,21347.82,16331.21655,20706.5,16763.55823,21254.67,177817.2433,177817.2433
25/07/2022,17806.58243,22577.13,17876.6742,22666,16759.875,21250,16807.90683,21310.9,180344.7664,180344.7664
24/07/2022,17705.19505,22448.58,18151.64657,23014.64,17554.21421,22257.15,17808.59362,22579.68,115189.6728,115189.6728
23/07/2022,17891.52542,22684.83,18140.7073,23000.77,17299.79536,21934.57,17707.15891,22451.07,122137.7738,122137.7738
22/07/2022,18260.13225,23152.19,18736.74366,23756.49,17745.75,22500,17891.52542,22684.83,171598.4397,171598.4397
21/07/2022,18316.21671,23223.3,18489.3127,23442.77,17620.7095,22341.46,18260.13225,23152.19,184817.6819,184817.6819
20/07/2022,18454.38118,23398.48,19147.06484,24276.74,18066.11205,22906.19,18316.21671,23223.3,238762.1709,238762.1709
19/07/2022,17692.57585,22432.58,18771.06,23800,17019.7832,21579.54,18452.91419,23396.62,263770.7657,263770.7657
18/07/2022,16404.62875,20799.58,17964.71678,22777.63,16375.34432,20762.45,17692.57585,22432.58,239942.7313,239942.7313
17/07/2022,16716.96972,21195.6,17102.5967,21684.54,16365.53289,20750.01,16403.50879,20798.16,118229.4525,118229.4525
16/07/2022,16428.65255,20830.04,17027.19698,21588.94,16151.47971,20478.61,16716.96972,21195.6,121011.6739,121011.6739
15/07/2022,16238.41811,20588.84,16720.44,21200,16075.51212,20382.29,16428.65255,20830.04,143343.3049,143343.3049
14/07/2022,15959.24197,20234.87,16483.83,20900,15471.19441,19616.07,16238.41811,20588.84,174809.217,174809.217
13/07/2022,15246.58054,19331.28,16063.14531,20366.61,14915.05838,18910.94,15959.24197,20234.87,209250.2489,209250.2489
12/07/2022,15745.29921,19963.61,15820.86455,20059.42,15174.588,19240,15244.58513,19328.75,139506.4586,139506.4586
11/07/2022,16453.15746,20861.11,16458.97018,20868.48,15675.5939,19875.23,15745.29921,19963.61,137535.4072,137535.4072
10/07/2022,17029.72871,21592.15,17041.95356,21607.65,16290.5985,20655,16454.23009,20862.47,192188.2156,192188.2156
09/07/2022,17031.77933,21594.75,17335.626,21980,16816.75604,21322.12,17029.47632,21591.83,178417.8447,178417.8447
08/07/2022,17055.62961,21624.99,17767.33672,22527.37,16711.96936,21189.26,17031.77933,21594.75,403081.5735,403081.5735
07/07/2022,16219.22904,20564.51,17223.70947,21838.1,15972.50002,20251.68,17055.62173,21624.98,85014.58261,85014.58261
06/07/2022,15912.68501,20175.84,16306.54601,20675.22,15585.69788,19761.25,16219.22904,20564.51,82439.5808,82439.5808
05/07/2022,15960.69318,20236.71,16365.525,20750,15225.38028,19304.4,15912.67712,20175.83,96041.13756,96041.13756
04/07/2022,15234.39512,19315.83,16053.20769,20354.01,15028.923,19055.31,15960.69318,20236.71,74814.04601,74814.04601
03/07/2022,15184.69913,19252.82,15496.08578,19647.63,14812.5747,18781,15234.39512,19315.83,51087.46631,51087.46631
02/07/2022,15205.97826,19279.8,15353.93049,19467.39,14967.16779,18977.01,15184.69125,19252.81,46180.3021,46180.3021
01/07/2022,15728.42103,19942.21,16498.30265,20918.35,14965.5825,18975,15205.97826,19279.8,111844.5949,111844.5949
30/06/2022,15871.0101,20123,15915.2404,20179.08,14690.3262,18626,15728.42103,19942.21,93846.64806,93846.64806
29/06/2022,15995.84554,20281.28,16114.9629,20432.31,15659.5754,19854.92,15871.01799,20123.01,77309.04379,77309.04379
28/06/2022,16359.66496,20742.57,16729.98327,21212.1,15933.32529,20202.01,15995.85342,20281.29,63801.0832,63801.0832
27/06/2022,16592.7337,21038.08,16988.4797,21539.85,16176.237,20510,16359.65707,20742.56,64475.0013,64475.0013
26/06/2022,16950.09367,21491.18,17263.0656,21888,16534.88255,20964.73,16592.72581,21038.07,53278.10464,53278.10464
25/06/2022,16750.15822,21237.68,17047.35615,21614.5,16489.05119,20906.62,16950.10155,21491.19,51431.67794,51431.67794
24/06/2022,16649.55164,21110.12,17003.11797,21558.41,16355.05106,20736.72,16750.1661,21237.69,77430.36622,77430.36622
23/06/2022,15764.5356,19988,16746.4671,21233,15687.29821,19890.07,16649.55953,21110.13,83127.08716,83127.08716
22/06/2022,16344.63234,20723.51,16483.83,20900,15593.00124,19770.51,15764.52771,19987.99,92133.97938,92133.97938
21/06/2022,16226.63493,20573.9,17132.9301,21723,16048.78308,20348.4,16344.64022,20723.52,104371.0749,104371.0749
20/06/2022,16226.7138,20574,16633.683,21090,15487.72556,19637.03,16226.62704,20573.89,109028.9415,109028.9415
19/06/2022,14962.26207,18970.79,16417.53977,20815.95,14165.37537,17960.41,16226.7138,20574,128320.876,128320.876
18/06/2022,16143.75045,20468.81,16398.69772,20792.06,13898.4714,17622,14962.26207,18970.79,196441.6555,196441.6555
17/06/2022,16089.95322,20400.6,16850.91464,21365.43,15968.54074,20246.66,16143.75045,20468.81,86694.33663,86694.33663
16/06/2022,17811.77996,22583.72,18136.73225,22995.73,15956.9784,20232,16090.5132,20401.31,99673.59429,99673.59429
15/06/2022,17458.99445,22136.42,17982.36,22800,15862.03469,20111.62,17811.77996,22583.72,200774.4935,200774.4935
14/06/2022,17734.13245,22485.27,18426.30346,23362.88,16441.2402,20846,17458.98657,22136.41,187201.6467,187201.6467
13/06/2022,20959.33181,26574.53,21212.74901,26895.84,17292.8548,21925.77,17735.82027,22487.41,254611.035,254611.035
12/06/2022,22418.56878,28424.71,22513.40995,28544.96,20947.872,26560,20959.33181,26574.53,92474.59881,92474.59881
11/06/2022,22944.75787,29091.87,23219.65137,29440.41,22162.46211,28099.99,22418.56089,28424.7,65901.39895,65901.39895
10/06/2022,23747.70179,30109.93,23962.91436,30382.8,22753.995,28850,22944.76576,29091.88,76204.2498,76204.2498
09/06/2022,23822.5021,30204.77,24213.09,30700,23616.91167,29944.1,23747.70179,30109.93,46291.1865,46291.1865
08/06/2022,24548.53988,31125.32,24707.77841,31327.22,23537.86816,29843.88,23822.5021,30204.77,68542.61276,68542.61276
07/06/2022,24743.96397,31373.1,24914.71752,31589.6,23044.99375,29218.96,24548.54777,31125.33,110674.5166,110674.5166
06/06/2022,23597.27304,29919.2,25053.56027,31765.64,23574.4244,29890.23,24743.96397,31373.1,68836.92456,68836.92456
05/06/2022,23553.76046,29864.03,23810.0643,30189,23291.43095,29531.42,23597.28093,29919.21,23139.9281,23139.9281
04/06/2022,23424.55563,29700.21,23652.22966,29988.88,23254.8195,29485,23553.76835,29864.04,25617.90113,25617.90113
03/06/2022,24017.98928,30452.63,24212.3013,30699,23094.99733,29282.36,23424.55563,29700.21,54067.44727,54067.44727
02/06/2022,23507.86601,29805.84,24204.4143,30689,23341.22159,29594.55,24017.98139,30452.62,56961.42928,56961.42928
01/06/2022,25081.48814,31801.05,25224.96844,31982.97,23109.6987,29301,23507.85812,29805.83,103395.6338,103395.6338
31/05/2022,25028.7872,31734.23,25553.0913,32399,24607.44789,31200.01,25081.48025,31801.04,62433.11632,62433.11632
30/05/2022,23241.49047,29468.1,25413.4914,32222,23108.61029,29299.62,25028.77931,31734.22,96785.9476,96785.9476
29/05/2022,22897.00997,29031.33,23335.88209,29587.78,22745.48493,28839.21,23241.49047,29468.1,27567.34764,27567.34764
28/05/2022,22580.33115,28629.81,23082.0942,29266,22438.515,28450,22897.00997,29031.33,34479.35127,34479.35127
27/05/2022,23031.10475,29201.35,23185.93444,29397.66,22306.72323,28282.9,22580.32326,28629.8,90998.5201,90998.5201
26/05/2022,23299.88582,29542.14,23571.59297,29886.64,22099.02697,28019.56,23031.10475,29201.35,94581.65463,94581.65463
25/05/2022,23388.56725,29654.58,23837.46374,30223.74,23104.34343,29294.21,23299.89371,29542.15,59537.38659,59537.38659
24/05/2022,22958.37872,29109.14,23539.42978,29845.86,22611.2403,28669,23388.56725,29654.58,59442.96036,59442.96036
23/05/2022,23892.82259,30293.93,24189.83124,30670.51,22766.89025,28866.35,22958.38661,29109.15,63901.49932,63901.49932
22/05/2022,23223.32671,29445.07,24045.87771,30487.99,23073.50526,29255.11,23892.83048,30293.94,36158.98748,36158.98748
21/05/2022,23030.83659,29201.01,23389.82917,29656.18,22830.71974,28947.28,23223.31882,29445.06,20987.13124,20987.13124
20/05/2022,23912.76881,30319.22,24274.08017,30777.33,22659.351,28730,23030.83659,29201.01,60517.25325,60517.25325
19/05/2022,22647.78077,28715.33,24090.98347,30545.18,22628.89141,28691.38,23912.7767,30319.23,67877.36415,67877.36415
18/05/2022,24011.91629,30444.93,24220.96911,30709.99,22599.78049,28654.47,22647.77288,28715.32,59749.15799,59749.15799
17/05/2022,23561.63169,29874.01,24282.78742,30788.37,23227.51471,29450.38,24011.91629,30444.93,56724.13307,56724.13307
16/05/2022,24709.09554,31328.89,24709.10343,31328.9,22940.94845,29087.04,23561.63169,29874.01,73082.19658,73082.19658
15/05/2022,23729.41184,30086.74,24812.502,31460,23250.876,29480,24709.09554,31328.89,46275.66912,46275.66912
14/05/2022,23098.69634,29287.05,23931.73705,30343.27,22580.481,28630,23729.41184,30086.74,51095.87863,51095.87863
13/05/2022,22895.75594,29029.74,24515.45392,31083.37,22676.44213,28751.67,23098.69634,29287.05,97872.36957,97872.36957
12/05/2022,22954.27748,29103.94,23852.6541,30243,21058.29,26700,22895.76383,29029.75,204507.2631,204507.2631
11/05/2022,24463.19466,31017.11,25366.63473,32162.59,21914.0295,27785,22954.27748,29103.94,207063.7393,207063.7393
10/05/2022,23719.5452,30074.23,25758.14541,32658.99,23448.36648,29730.4,24463.18677,31017.1,165532.0031,165532.0031
09/05/2022,26846.07819,34038.39,27007.57241,34243.15,23687.28737,30033.33,23721.1857,30076.31,191876.9264,191876.9264
08/05/2022,27977.08188,35472.4,28010.06531,35514.22,26590.19237,33713.95,26846.08608,34038.4,72445.64344,72445.64344
07/05/2022,28404.0604,36013.77,28508.58681,36146.3,27434.9295,34785,27977.07399,35472.39,34281.70682,34281.70682
06/05/2022,28829.32744,36552.97,28926.06938,36675.63,27807.9846,35258,28404.0604,36013.77,68437.80187,68437.80187
05/05/2022,31303.503,39690,31426.15374,39845.51,28055.55753,35571.9,28829.32744,36552.97,88722.43355,88722.43355
04/05/2022,29756.82287,37728.95,31566.7474,40023.77,29710.329,37670,31303.503,39690,62574.61736,62574.61736
03/05/2022,30384.79369,38525.16,30484.44594,38651.51,29590.28886,37517.8,29756.82287,37728.95,40316.45358,40316.45358
02/05/2022,30339.98765,38468.35,30891.28106,39167.34,30011.6124,38052,30384.79369,38525.16,53200.92628,53200.92628
01/05/2022,29679.41196,37630.8,30502.9725,38675,29486.63791,37386.38,30339.98765,38468.35,38812.24104,38812.24104
30/04/2022,30440.75196,38596.11,30597.91621,38795.38,29637.92634,37578.2,29679.41196,37630.8,35321.18989,35321.18989
29/04/2022,31344.56272,39742.06,31489.04468,39925.25,30108.6225,38175,30440.75196,38596.11,51453.65715,51453.65715
28/04/2022,30945.21236,39235.72,31841.89328,40372.63,30665.78384,38881.43,31344.57061,39742.07,56086.6715,56086.6715
27/04/2022,30059.43917,38112.64,31133.71166,39474.72,29876.9892,37881.31,30945.21236,39235.72,57083.12272,57083.12272
26/04/2022,31884.0493,40426.08,32176.8384,40797.31,29735.77246,37702.26,30059.44706,38112.65,66650.258,66650.258
25/04/2022,31114.30964,39450.12,32033.8392,40616,30128.34,38200,31884.0493,40426.08,63037.12784,63037.12784
24/04/2022,31107.59781,39441.61,31500.678,39940,30703.79129,38929.62,31114.31753,39450.13,26703.61186,26703.61186
23/04/2022,31318.63815,39709.19,31532.226,39980,30984.0795,39285,31107.58992,39441.6,20291.42375,20291.42375
22/04/2022,31926.58389,40480.01,32175.06382,40795.06,30898.8999,39177,31318.63027,39709.18,46664.0196,46664.0196
21/04/2022,32619.20445,41358.19,33895.1712,42976,31351.6137,39751,31926.58389,40480.01,59316.27657,59316.27657
